step,system_mean_waiting_time,system_mean_speed,system_total_stopped,system_total_running,system_total_arrived,system_total_departed,system_total_waiting_time,episode,step_in_episode,total_reward
40.0,7.533333333333333,3.8765288006159224,8,0,0,0,113.0,2,7,-0.31999999999999995
45.0,9.4375,2.8401559543745667,9,0,0,0,151.0,2,8,-0.36
50.0,0.3333333333333333,4.814143241595327,3,0,0,0,6.0,2,9,1.1599999999999997
55.0,1.4736842105263157,4.730042143975922,5,0,0,0,28.0,2,10,0.05000000000000002
60.0,3.15,3.0745523907315673,9,0,0,0,63.0,2,11,-0.35
65.0,5.9523809523809526,1.162282650362125,15,0,0,0,125.0,2,12,-0.62
70.0,8.73913043478261,1.5682558529097639,17,0,0,0,201.0,2,13,-0.76
75.0,11.791666666666666,1.5270441205100713,18,0,0,0,283.0,2,14,-0.8200000000000002
80.0,14.76,1.300773887352076,19,0,0,0,369.0,2,15,-0.8599999999999999
85.0,17.11111111111111,1.1473909610470001,19,0,0,0,462.0,2,16,-0.9299999999999999
90.0,19.517241379310345,1.268704133830177,21,0,0,0,566.0,2,17,-1.04
95.0,0.1935483870967742,6.315600333187449,2,0,0,0,6.0,2,18,4.95
100.0,0.5172413793103449,6.766604892915463,3,0,0,0,15.0,2,19,0.25
105.0,1.3870967741935485,5.811308992137403,8,0,0,0,43.0,2,20,-0.020000000000000004
110.0,2.935483870967742,5.603418710105033,13,0,0,0,91.0,2,21,-0.45
115.0,5.884615384615385,3.213247908597086,15,0,0,0,153.0,2,22,-0.5900000000000001
120.0,8.148148148148149,2.764021107010009,16,0,0,0,220.0,2,23,-0.61
125.0,11.185185185185185,1.8004345467494018,17,0,0,0,302.0,2,24,-0.84
130.0,14.25,2.0595078669158697,20,0,0,0,399.0,2,25,-0.9500000000000001
135.0,17.714285714285715,1.0283329917566904,21,0,0,0,496.0,2,26,-0.99
140.0,0.13333333333333333,4.517401837794005,1,0,0,0,4.0,2,27,3.63
145.0,0.5862068965517241,6.628170787133795,3,0,0,0,17.0,2,28,1.02
150.0,1.52,4.494235920856792,8,0,0,0,38.0,2,29,-0.12
155.0,3.2,3.0548378135879313,11,0,0,0,80.0,2,30,-0.42000000000000004
160.0,5.64,3.217700364193974,13,0,0,0,141.0,2,31,-0.6100000000000001
165.0,8.384615384615385,2.478233996173716,16,0,0,0,218.0,2,32,-0.7699999999999999
170.0,11.807692307692308,1.544181588478222,19,0,0,0,307.0,2,33,-0.8899999999999999
175.0,14.428571428571429,1.6416198242361468,21,0,0,0,404.0,2,34,-0.9700000000000002
180.0,17.586206896551722,1.2338180157455292,22,0,0,0,510.0,2,35,-1.06
185.0,0.1875,3.6250869350814323,3,0,0,0,6.0,2,36,3.54
190.0,0.5555555555555556,5.469615884090078,5,0,0,0,20.0,2,37,0.9299999999999999
195.0,1.4705882352941178,4.504444015888282,11,0,0,0,50.0,2,38,-2.7755575615628914e-17
200.0,2.972972972972973,3.7999435655998424,15,0,0,0,110.0,2,39,-0.37999999999999995
205.0,4.341463414634147,4.5191509140470485,16,0,0,0,178.0,2,40,-0.64
210.0,6.285714285714286,3.766986779957127,20,0,0,0,264.0,2,41,-0.8900000000000001
215.0,8.159090909090908,4.136957395119112,19,0,0,0,359.0,2,42,-0.8699999999999999
220.0,9.642857142857142,3.291897241339231,20,0,0,0,405.0,2,43,-0.9
225.0,11.681818181818182,2.506602553128533,27,0,0,0,514.0,2,44,-1.0899999999999999
230.0,0.3111111111111111,3.739328018502234,7,0,0,0,14.0,2,45,3.4899999999999998
235.0,1.4772727272727273,4.394955227935025,13,0,0,0,65.0,2,46,0.6099999999999999
240.0,2.96,2.9137854325724235,23,0,0,0,148.0,2,47,-0.7100000000000002
245.0,5.775510204081633,2.1605463401070204,29,0,0,0,283.0,2,48,-1.3499999999999999
250.0,9.1875,2.242199728060997,34,0,0,0,441.0,2,49,-1.58
255.0,12.058823529411764,1.6452917097526212,38,0,0,0,615.0,2,50,-1.74
260.0,14.618181818181819,1.245498530312161,39,0,0,0,804.0,2,51,-1.8900000000000006
265.0,17.736842105263158,1.200648365181611,43,0,0,0,1011.0,2,52,-2.0700000000000003
270.0,20.716666666666665,0.8340080256982163,50,0,0,0,1243.0,2,53,-2.3200000000000003
275.0,0.09523809523809523,3.373240415451022,2,0,0,0,6.0,2,54,8.17
280.0,0.515625,6.09126196959921,8,0,0,0,33.0,2,55,3.8100000000000005
285.0,1.2372881355932204,5.749926558912876,14,0,0,0,73.0,2,56,-0.0499999999999999
290.0,1.8888888888888888,4.060908544978414,19,0,0,0,102.0,2,57,-0.8400000000000001
295.0,3.9056603773584904,3.596584539031909,24,0,0,0,207.0,2,58,-1.04
300.0,6.708333333333333,3.112394762634421,24,0,0,0,322.0,2,59,-0.6499999999999999
305.0,9.183673469387756,2.537719667515162,28,0,0,0,450.0,2,60,-0.9500000000000003
310.0,12.340425531914894,2.6019911092561423,27,0,0,0,580.0,2,61,-1.3299999999999998
315.0,14.816326530612244,1.7015775974202203,32,0,0,0,726.0,2,62,-1.4499999999999997
320.0,0.8076923076923077,3.753259741075451,8,0,0,0,42.0,2,63,4.4399999999999995
325.0,1.5818181818181818,5.0950431529516305,12,0,0,0,87.0,2,64,1.34
330.0,3.1875,3.890511277551827,16,0,0,0,153.0,2,65,-0.37
335.0,4.938775510204081,3.7358185012312406,21,0,0,0,242.0,2,66,-0.61
340.0,7.659574468085107,2.199008711896439,27,0,0,0,360.0,2,67,-1.24
345.0,10.208333333333334,1.9038488343526536,31,0,0,0,490.0,2,68,-1.4000000000000001
350.0,14.152173913043478,1.1562176833424047,35,0,0,0,651.0,2,69,-1.2899999999999996
355.0,16.352941176470587,1.1249427507648178,41,0,0,0,834.0,2,70,-1.8400000000000003
360.0,18.228070175438596,0.982817941801815,43,0,0,0,1039.0,2,71,-2.0500000000000003
5.0,0.0,2.2194905973155983,0,0,0,0,0.0,3,0,0.0
10.0,0.0,4.577710365568055,0,0,0,0,0.0,3,1,0.0
15.0,0.2857142857142857,4.095651983140473,2,0,0,0,2.0,3,2,-0.02
20.0,1.3333333333333333,4.0021453445437265,4,0,0,0,12.0,3,3,-0.1
25.0,2.909090909090909,3.3998204118289057,5,0,0,0,32.0,3,4,-0.2
30.0,4.153846153846154,3.756128335970732,6,0,0,0,54.0,3,5,-0.22000000000000003
35.0,5.785714285714286,4.375171931928219,7,0,0,0,81.0,3,6,-0.26999999999999996
40.0,7.533333333333333,3.8765288006159224,8,0,0,0,113.0,3,7,-0.31999999999999995
45.0,9.4375,2.8401559543745667,9,0,0,0,151.0,3,8,-0.36
50.0,0.3333333333333333,4.814143241595327,3,0,0,0,6.0,3,9,1.1599999999999997
55.0,1.4736842105263157,4.730042143975922,5,0,0,0,28.0,3,10,0.05000000000000002
60.0,3.15,3.0745523907315673,9,0,0,0,63.0,3,11,-0.35
65.0,5.9523809523809526,1.162282650362125,15,0,0,0,125.0,3,12,-0.62
70.0,8.73913043478261,1.5682558529097639,17,0,0,0,201.0,3,13,-0.76
75.0,11.791666666666666,1.5270441205100713,18,0,0,0,283.0,3,14,-0.8200000000000002
80.0,14.76,1.300773887352076,19,0,0,0,369.0,3,15,-0.8599999999999999
85.0,17.11111111111111,1.1473909610470001,19,0,0,0,462.0,3,16,-0.9299999999999999
90.0,19.517241379310345,1.268704133830177,21,0,0,0,566.0,3,17,-1.04
95.0,0.1935483870967742,6.315600333187449,2,0,0,0,6.0,3,18,4.95
100.0,0.5172413793103449,6.766604892915463,3,0,0,0,15.0,3,19,0.25
105.0,1.3870967741935485,5.811308992137403,8,0,0,0,43.0,3,20,-0.020000000000000004
110.0,2.935483870967742,5.603418710105033,13,0,0,0,91.0,3,21,-0.45
115.0,5.884615384615385,3.213247908597086,15,0,0,0,153.0,3,22,-0.5900000000000001
120.0,8.148148148148149,2.764021107010009,16,0,0,0,220.0,3,23,-0.61
125.0,11.185185185185185,1.8004345467494018,17,0,0,0,302.0,3,24,-0.84
130.0,14.25,2.0595078669158697,20,0,0,0,399.0,3,25,-0.9500000000000001
135.0,17.714285714285715,1.0283329917566904,21,0,0,0,496.0,3,26,-0.99
140.0,0.13333333333333333,4.517401837794005,1,0,0,0,4.0,3,27,3.63
145.0,0.5862068965517241,6.628170787133795,3,0,0,0,17.0,3,28,1.02
150.0,1.52,4.494235920856792,8,0,0,0,38.0,3,29,-0.12
155.0,3.2,3.0548378135879313,11,0,0,0,80.0,3,30,-0.42000000000000004
160.0,5.64,3.217700364193974,13,0,0,0,141.0,3,31,-0.6100000000000001
165.0,8.384615384615385,2.478233996173716,16,0,0,0,218.0,3,32,-0.7699999999999999
170.0,11.807692307692308,1.544181588478222,19,0,0,0,307.0,3,33,-0.8899999999999999
175.0,14.428571428571429,1.6416198242361468,21,0,0,0,404.0,3,34,-0.9700000000000002
180.0,17.586206896551722,1.2338180157455292,22,0,0,0,510.0,3,35,-1.06
185.0,0.1875,3.6250869350814323,3,0,0,0,6.0,3,36,3.54
190.0,0.5555555555555556,5.469615884090078,5,0,0,0,20.0,3,37,0.9299999999999999
195.0,1.4705882352941178,4.504444015888282,11,0,0,0,50.0,3,38,-2.7755575615628914e-17
200.0,2.972972972972973,3.7999435655998424,15,0,0,0,110.0,3,39,-0.37999999999999995
205.0,4.341463414634147,4.5191509140470485,16,0,0,0,178.0,3,40,-0.64
210.0,6.285714285714286,3.766986779957127,20,0,0,0,264.0,3,41,-0.8900000000000001
215.0,8.159090909090908,4.136957395119112,19,0,0,0,359.0,3,42,-0.8699999999999999
220.0,9.642857142857142,3.291897241339231,20,0,0,0,405.0,3,43,-0.9
225.0,11.681818181818182,2.506602553128533,27,0,0,0,514.0,3,44,-1.0899999999999999
230.0,0.3111111111111111,3.739328018502234,7,0,0,0,14.0,3,45,3.4899999999999998
235.0,1.4772727272727273,4.394955227935025,13,0,0,0,65.0,3,46,0.6099999999999999
240.0,2.96,2.9137854325724235,23,0,0,0,148.0,3,47,-0.7100000000000002
245.0,5.775510204081633,2.1605463401070204,29,0,0,0,283.0,3,48,-1.3499999999999999
250.0,9.1875,2.242199728060997,34,0,0,0,441.0,3,49,-1.58
255.0,12.058823529411764,1.6452917097526212,38,0,0,0,615.0,3,50,-1.74
260.0,14.618181818181819,1.245498530312161,39,0,0,0,804.0,3,51,-1.8900000000000006
265.0,17.736842105263158,1.200648365181611,43,0,0,0,1011.0,3,52,-2.0700000000000003
270.0,20.716666666666665,0.8340080256982163,50,0,0,0,1243.0,3,53,-2.3200000000000003
275.0,0.09523809523809523,3.373240415451022,2,0,0,0,6.0,3,54,8.17
280.0,0.515625,6.09126196959921,8,0,0,0,33.0,3,55,3.8100000000000005
285.0,1.2372881355932204,5.749926558912876,14,0,0,0,73.0,3,56,-0.0499999999999999
290.0,1.8888888888888888,4.060908544978414,19,0,0,0,102.0,3,57,-0.8400000000000001
295.0,3.9056603773584904,3.596584539031909,24,0,0,0,207.0,3,58,-1.04
300.0,6.708333333333333,3.112394762634421,24,0,0,0,322.0,3,59,-0.6499999999999999
305.0,9.183673469387756,2.537719667515162,28,0,0,0,450.0,3,60,-0.9500000000000003
310.0,12.340425531914894,2.6019911092561423,27,0,0,0,580.0,3,61,-1.3299999999999998
315.0,14.816326530612244,1.7015775974202203,32,0,0,0,726.0,3,62,-1.4499999999999997
320.0,0.8076923076923077,3.753259741075451,8,0,0,0,42.0,3,63,4.4399999999999995
325.0,1.5818181818181818,5.0950431529516305,12,0,0,0,87.0,3,64,1.34
330.0,3.1875,3.890511277551827,16,0,0,0,153.0,3,65,-0.37
335.0,4.938775510204081,3.7358185012312406,21,0,0,0,242.0,3,66,-0.61
340.0,7.659574468085107,2.199008711896439,27,0,0,0,360.0,3,67,-1.24
345.0,10.208333333333334,1.9038488343526536,31,0,0,0,490.0,3,68,-1.4000000000000001
350.0,14.152173913043478,1.1562176833424047,35,0,0,0,651.0,3,69,-1.2899999999999996
355.0,16.352941176470587,1.1249427507648178,41,0,0,0,834.0,3,70,-1.8400000000000003
360.0,18.228070175438596,0.982817941801815,43,0,0,0,1039.0,3,71,-2.0500000000000003
5.0,0.0,2.243548475264106,0,0,0,0,0.0,4,0,0.0
10.0,0.0,4.6200245506479405,0,0,0,0,0.0,4,1,0.0
15.0,0.2857142857142857,3.9934053500491027,2,0,0,0,2.0,4,2,-0.02
20.0,1.4444444444444444,3.6965222286834236,5,0,0,0,13.0,4,3,-0.11
25.0,3.0,4.011732245551011,5,0,0,0,33.0,4,4,-0.19999999999999998
30.0,4.230769230769231,3.9957956549007867,6,0,0,0,55.0,4,5,-0.22000000000000006
35.0,5.857142857142857,4.6904827548880705,7,0,0,0,82.0,4,6,-0.26999999999999996
40.0,7.6,4.273642468058825,8,0,0,0,114.0,4,7,-0.31999999999999995
45.0,10.266666666666667,2.3776597266272272,10,0,0,0,154.0,4,8,-0.38
50.0,0.47058823529411764,4.735679641659059,3,0,0,0,8.0,4,9,1.1699999999999997
55.0,1.5,4.330981037662972,5,0,0,0,27.0,4,10,0.08000000000000002
60.0,3.05,3.586833505970328,9,0,0,0,61.0,4,11,-0.33999999999999997
65.0,5.571428571428571,1.9345347152360306,14,0,0,0,117.0,4,12,-0.56
70.0,8.545454545454545,1.5151233774614978,16,0,0,0,188.0,4,13,-0.7099999999999999
75.0,11.521739130434783,1.6462248083928588,17,0,0,0,265.0,4,14,-0.78
80.0,14.458333333333334,1.1451016972575436,18,0,0,0,347.0,4,15,-0.81
85.0,16.807692307692307,1.1905187522717375,18,0,0,0,437.0,4,16,-0.8999999999999999
90.0,19.071428571428573,1.4384934972044643,20,0,0,0,534.0,4,17,-0.9700000000000002
95.0,0.2,6.014017051114,2,0,0,0,6.0,4,18,4.630000000000001
100.0,0.4827586206896552,6.683581750015452,2,0,0,0,14.0,4,19,0.56
105.0,1.2903225806451613,5.829557228898922,7,0,0,0,40.0,4,20,-0.29000000000000004
110.0,2.806451612903226,5.530703488023973,12,0,0,0,87.0,4,21,-0.43000000000000005
115.0,5.444444444444445,3.723128652499206,14,0,0,0,147.0,4,22,-0.5700000000000001
120.0,8.37037037037037,2.7275389933025953,17,0,0,0,226.0,4,23,-0.79
125.0,11.444444444444445,1.8552060772135501,17,0,0,0,309.0,4,24,-0.8300000000000003
130.0,14.428571428571429,1.9414187927986377,20,0,0,0,404.0,4,25,-0.9299999999999999
135.0,17.821428571428573,0.9435358790168629,21,0,0,0,499.0,4,26,-0.9700000000000002
140.0,0.13333333333333333,4.263826977619997,2,0,0,0,4.0,4,27,3.7800000000000002
145.0,0.5333333333333333,6.138661798447572,3,0,0,0,16.0,4,28,0.93
150.0,1.5555555555555556,4.905154002162351,9,0,0,0,42.0,4,29,-0.17000000000000004
155.0,3.5,2.7958881710065784,13,0,0,0,91.0,4,30,-0.49
160.0,6.0,2.97961510873697,14,0,0,0,156.0,4,31,-0.6500000000000001
165.0,8.814814814814815,2.031394021565469,17,0,0,0,238.0,4,32,-0.82
170.0,11.964285714285714,1.9195438469547041,20,0,0,0,335.0,4,33,-0.97
175.0,15.068965517241379,1.3634453658862757,21,0,0,0,437.0,4,34,-1.02
180.0,18.266666666666666,0.7110963071136259,24,0,0,0,548.0,4,35,-1.1099999999999999
185.0,0.11764705882352941,3.9658863392736405,2,0,0,0,4.0,4,36,3.96
190.0,0.5263157894736842,5.209094616308412,6,0,0,0,20.0,4,37,0.81
195.0,1.6486486486486487,4.500291366979767,13,0,0,0,61.0,4,38,-0.020000000000000014
200.0,3.41025641025641,3.883215688462774,16,0,0,0,133.0,4,39,-0.44
205.0,5.142857142857143,3.8569726147091257,21,0,0,0,216.0,4,40,-0.76
210.0,6.681818181818182,3.947981940738565,21,0,0,0,294.0,4,41,-1.02
215.0,8.608695652173912,3.8725740464595098,21,0,0,0,396.0,4,42,-0.96
220.0,10.644444444444444,3.1241955665339427,24,0,0,0,479.0,4,43,-0.99
225.0,12.148936170212766,2.6964791519448066,28,0,0,0,571.0,4,44,-1.19
230.0,0.2708333333333333,3.537708077288471,7,0,0,0,13.0,4,45,3.8
235.0,1.4444444444444444,4.519217941327229,12,0,0,0,65.0,4,46,0.95
240.0,2.9591836734693877,2.822078139266283,21,0,0,0,145.0,4,47,-0.6699999999999999
245.0,5.653061224489796,2.14133227927948,30,0,0,0,277.0,4,48,-1.34
250.0,8.9375,2.0318682060797464,32,0,0,0,429.0,4,49,-1.5
255.0,11.557692307692308,1.762874393093785,38,0,0,0,601.0,4,50,-1.7200000000000002
260.0,14.4,1.216711104515279,40,0,0,0,792.0,4,51,-1.9100000000000001
265.0,17.56140350877193,1.1977817600206506,44,0,0,0,1001.0,4,52,-2.09
270.0,20.566666666666666,0.850800142359725,50,0,0,0,1234.0,4,53,-2.3299999999999996
275.0,0.12698412698412698,3.3687776204737716,3,0,0,0,8.0,4,54,8.07
280.0,0.6461538461538462,6.348361098275825,9,0,0,0,42.0,4,55,3.73
285.0,1.5535714285714286,5.352032736516945,14,0,0,0,87.0,4,56,2.949029909160572e-17
290.0,1.9814814814814814,4.0050631134690695,19,0,0,0,107.0,4,57,-0.8499999999999999
295.0,4.0,3.7205513518863316,24,0,0,0,216.0,4,58,-0.78
300.0,6.7,3.2026872789582344,25,0,0,0,335.0,4,59,-0.85
305.0,9.42,2.3218492345285715,29,0,0,0,471.0,4,60,-1.01
310.0,11.76,2.325539095377855,27,0,0,0,588.0,4,61,-1.4700000000000002
315.0,14.509803921568627,1.7619705518873479,33,0,0,0,740.0,4,62,-1.5099999999999998
320.0,0.9629629629629629,3.5580447196314706,11,0,0,0,52.0,4,63,4.4799999999999995
325.0,1.6666666666666667,4.947498897841646,12,0,0,0,95.0,4,64,1.4300000000000002
330.0,3.269230769230769,3.101806011413512,18,0,0,0,170.0,4,65,-0.52
335.0,5.296296296296297,3.4695024000027446,26,0,0,0,286.0,4,66,-0.85
340.0,8.54,1.832170511419884,31,0,0,0,427.0,4,67,-1.62
345.0,11.431372549019608,2.1145904325360694,33,0,0,0,583.0,4,68,-1.6400000000000003
350.0,15.03921568627451,0.9300071874331534,40,0,0,0,767.0,4,69,-1.52
355.0,17.410714285714285,1.1623031460160445,44,0,0,0,975.0,4,70,-2.1
360.0,19.387096774193548,1.1789261972448404,48,0,0,0,1202.0,4,71,-2.27
5.0,0.0,2.243548475264106,0,0,0,0,0.0,5,0,0.0
10.0,0.0,4.6200245506479405,0,0,0,0,0.0,5,1,0.0
15.0,0.2857142857142857,3.9934053500491027,2,0,0,0,2.0,5,2,-0.02
20.0,1.4444444444444444,3.6965222286834236,5,0,0,0,13.0,5,3,-0.11
25.0,3.0,4.011732245551011,5,0,0,0,33.0,5,4,-0.19999999999999998
30.0,4.230769230769231,3.9957956549007867,6,0,0,0,55.0,5,5,-0.22000000000000006
35.0,5.857142857142857,4.6904827548880705,7,0,0,0,82.0,5,6,-0.26999999999999996
40.0,7.6,4.273642468058825,8,0,0,0,114.0,5,7,-0.31999999999999995
45.0,10.266666666666667,2.3776597266272272,10,0,0,0,154.0,5,8,-0.38
50.0,0.47058823529411764,4.735679641659059,3,0,0,0,8.0,5,9,1.1699999999999997
55.0,1.5,4.330981037662972,5,0,0,0,27.0,5,10,0.08000000000000002
60.0,3.05,3.586833505970328,9,0,0,0,61.0,5,11,-0.33999999999999997
65.0,5.571428571428571,1.9345347152360306,14,0,0,0,117.0,5,12,-0.56
70.0,8.545454545454545,1.5151233774614978,16,0,0,0,188.0,5,13,-0.7099999999999999
75.0,11.521739130434783,1.6462248083928588,17,0,0,0,265.0,5,14,-0.78
80.0,14.458333333333334,1.1451016972575436,18,0,0,0,347.0,5,15,-0.81
85.0,16.807692307692307,1.1905187522717375,18,0,0,0,437.0,5,16,-0.8999999999999999
90.0,19.071428571428573,1.4384934972044643,20,0,0,0,534.0,5,17,-0.9700000000000002
95.0,0.2,6.014017051114,2,0,0,0,6.0,5,18,4.630000000000001
100.0,0.4827586206896552,6.683581750015452,2,0,0,0,14.0,5,19,0.56
105.0,1.2903225806451613,5.829557228898922,7,0,0,0,40.0,5,20,-0.29000000000000004
110.0,2.806451612903226,5.530703488023973,12,0,0,0,87.0,5,21,-0.43000000000000005
115.0,5.444444444444445,3.723128652499206,14,0,0,0,147.0,5,22,-0.5700000000000001
120.0,8.37037037037037,2.7275389933025953,17,0,0,0,226.0,5,23,-0.79
125.0,11.444444444444445,1.8552060772135501,17,0,0,0,309.0,5,24,-0.8300000000000003
130.0,14.428571428571429,1.9414187927986377,20,0,0,0,404.0,5,25,-0.9299999999999999
135.0,17.821428571428573,0.9435358790168629,21,0,0,0,499.0,5,26,-0.9700000000000002
140.0,0.13333333333333333,4.263826977619997,2,0,0,0,4.0,5,27,3.7800000000000002
145.0,0.5333333333333333,6.138661798447572,3,0,0,0,16.0,5,28,0.93
150.0,1.5555555555555556,4.905154002162351,9,0,0,0,42.0,5,29,-0.17000000000000004
