step,system_mean_waiting_time,system_mean_speed,system_total_stopped,system_total_running,system_total_arrived,system_total_departed,system_total_waiting_time,episode,step_in_episode,total_reward
0,0.0,4.502329705341253,0,0,0,0,0.0,2,1,1.9803334624890772
0,0.2857142857142857,4.329985970641291,2,0,0,0,2.0,2,2,2.000008765279016
0,1.0,5.266512256795029,3,0,0,0,9.0,2,3,0.9381046610495307
0,1.7272727272727273,5.428263410718257,3,0,0,0,19.0,2,4,1.6334384197604497
0,0.15384615384615385,3.8246034491918595,2,0,0,0,2.0,2,5,0.9463101875591433
0,0.5714285714285714,5.142662214120236,3,0,0,0,8.0,2,6,1.1761832898498124
0,0.0,8.024381241821825,1,0,0,0,0.0,2,7,1.4942641369947178
0,0.35714285714285715,6.2436053933889815,3,0,0,0,5.0,2,8,1.410373796490368
0,0.7142857142857143,4.688785494461862,3,0,0,0,10.0,2,9,0.924335037375175
0,1.8571428571428572,4.05518778692239,4,0,0,0,26.0,2,10,0.5155253704995417
0,0.11764705882352941,4.8008847305650875,2,0,0,0,2.0,2,11,1.3346049104859117
0,0.3888888888888889,5.616603538382955,3,0,0,0,7.0,2,12,1.1343429274871493
0,0.6842105263157895,5.267092393695122,5,0,0,0,13.0,2,13,0.450570317152269
0,2.1578947368421053,3.028227378762381,8,0,0,0,41.0,2,14,0.8404401849410943
0,0.8947368421052632,3.2478819331898157,3,0,0,0,17.0,2,15,1.0304458690656486
0,1.25,5.1957790388614224,3,0,0,0,25.0,2,16,1.2528517160908532
0,1.4761904761904763,5.414582444381301,3,0,0,0,31.0,2,17,0.6110887145789672
0,0.7142857142857143,5.477793153921942,4,0,0,0,15.0,2,18,0.8332490735691077
0,1.8095238095238095,5.275124285754895,6,0,0,0,38.0,2,19,0.8166656918132147
0,1.95,3.510571776978646,5,0,0,0,39.0,2,20,0.6495466043158284
0,3.1363636363636362,4.769390406442531,6,0,0,0,69.0,2,21,0.6188061209562655
0,0.0,5.076154438110443,1,0,0,0,0.0,2,22,1.3444525743600415
0,0.30434782608695654,5.992158965540859,2,0,0,0,7.0,2,23,1.453805690469317
0,0.08,6.4161336704162615,1,0,0,0,2.0,2,24,1.2001545842139916
0,0.8571428571428571,5.648074343340899,5,0,0,0,18.0,2,25,1.1448942136012383
0,1.5263157894736843,5.259130456506273,4,0,0,0,29.0,2,26,0.9699519250928603
0,1.7647058823529411,4.406116623661738,4,0,0,0,30.0,2,27,0.7883757056442335
0,2.6470588235294117,3.709183751686385,5,0,0,0,45.0,2,28,0.9351040819246229
0,2.764705882352941,3.5545250500222916,4,0,0,0,47.0,2,29,0.8884277326566874
0,0.3157894736842105,4.1236994760595005,3,0,0,0,6.0,2,30,0.9772207153080048
0,0.2857142857142857,5.946397761090196,1,0,0,0,6.0,2,31,1.1791836837766345
0,0.9090909090909091,4.7995889246277175,4,0,0,0,20.0,2,32,0.9616744850815543
0,1.9047619047619047,4.489911404339957,5,0,0,0,40.0,2,33,0.6014638517780706
0,1.9047619047619047,5.029298262664396,4,0,0,0,40.0,2,34,1.089817493706038
0,1.2857142857142858,4.812023817779321,2,0,0,0,27.0,2,35,0.8180826300706028
0,1.75,4.372825230379111,4,0,0,0,42.0,2,36,1.0326683009952884
0,1.3571428571428572,4.200603055810497,8,0,0,0,38.0,2,37,1.0453850860871652
0,0.06896551724137931,3.920786427901141,3,0,0,0,2.0,2,38,0.5016903279806723
0,0.5151515151515151,4.950207283396892,5,0,0,0,17.0,2,39,0.7418952358960863
0,0.8857142857142857,4.746560063899731,7,0,0,0,31.0,2,40,0.24998978440481667
0,1.457142857142857,3.987273449238148,8,0,0,0,51.0,2,41,0.32899766592514135
0,1.6756756756756757,4.838623963301032,9,0,0,0,62.0,2,42,0.3631571146099345
0,1.1142857142857143,4.877542360902864,6,0,0,0,39.0,2,43,0.7599273009246239
0,0.5945945945945946,4.989380695207344,7,0,0,0,22.0,2,44,0.5456903388680456
0,1.0263157894736843,5.4194331572285686,7,0,0,0,39.0,2,45,0.703085018860379
0,1.0588235294117647,5.335017031030722,4,0,0,0,36.0,2,46,0.7093729217953861
0,1.8,5.119648697383188,9,0,0,0,63.0,2,47,1.1073787925228182
0,2.638888888888889,4.750164265770375,10,0,0,0,95.0,2,48,0.5478771876132407
0,3.6451612903225805,5.3719779543930075,7,0,0,0,113.0,2,49,0.6087228592827896
0,4.617647058823529,4.295707708888052,11,0,0,0,157.0,2,50,0.28967789547479084
0,5.294117647058823,2.974954268355249,11,0,0,0,180.0,2,51,-0.0053873915042714215
0,5.027777777777778,3.775684894037874,11,0,0,0,181.0,2,52,-0.22006831628214493
0,1.3157894736842106,3.3611270434136333,7,0,0,0,50.0,2,53,1.7979151889056681
0,2.0,4.214612721681916,9,0,0,0,74.0,2,54,0.6980250411298423
0,2.4358974358974357,5.128092759272226,9,0,0,0,95.0,2,55,0.4172834383563829
0,3.361111111111111,4.452989718839323,13,0,0,0,121.0,2,56,0.1264139820871299
0,1.0810810810810811,4.1151840361476495,10,0,0,0,40.0,2,57,0.4261496016354296
0,1.8421052631578947,3.551051475073451,13,0,0,0,70.0,2,58,0.3715477735143899
0,3.3157894736842106,4.405126183678947,14,0,0,0,126.0,2,59,0.25611031434106035
0,2.3157894736842106,4.1727795079736865,11,0,0,0,88.0,2,60,0.39144144796090075
0,2.6216216216216215,3.625278325532626,9,0,0,0,97.0,2,61,0.8445441012355966
0,2.9210526315789473,4.212851605061461,10,0,0,0,111.0,2,62,0.06024730497161451
0,3.1707317073170733,4.674571183979625,15,0,0,0,130.0,2,63,0.29174247231870054
0,1.5,3.660790371538925,7,0,0,0,63.0,2,64,0.8727700122143169
0,1.1363636363636365,3.966476968528646,9,0,0,0,50.0,2,65,0.8730450069086704
0,2.260869565217391,4.856910144444391,12,0,0,0,104.0,2,66,0.17425522027529744
0,1.702127659574468,3.586726841216093,11,0,0,0,80.0,2,67,-0.052931589770902676
0,2.652173913043478,4.246138201506546,14,0,0,0,122.0,2,68,0.09943821640812141
0,0.9318181818181818,4.820429058937714,7,0,0,0,41.0,2,69,0.8741133882945178
0,1.6136363636363635,4.261934390640486,14,0,0,0,71.0,2,70,0.22535070857682926
0,0.4418604651162791,5.050745004862775,4,0,0,0,19.0,2,71,0.8352242802385524
0,0.0,2.061740637233015,0,0,0,0,0.0,3,0,0.3620136234730768
0,0.0,4.086401150614256,0,0,0,0,0.0,3,1,1.9647022053399976
0,0.2857142857142857,4.543628450697469,2,0,0,0,2.0,3,2,1.9049314123110457
0,1.2222222222222223,3.522797362686585,4,0,0,0,11.0,3,3,1.1030815307155448
0,1.0909090909090908,3.882561558285268,3,0,0,0,12.0,3,4,1.202769663506646
0,1.8461538461538463,3.3365446927415836,5,0,0,0,24.0,3,5,1.0739353319274356
0,2.7333333333333334,4.390543136648199,5,0,0,0,41.0,3,6,0.5229223659524052
0,4.1875,4.274114776732382,7,0,0,0,67.0,3,7,0.9355597136693625
0,4.1875,1.4935243333633514,8,0,0,0,67.0,3,8,0.5000075082014599
0,6.0,2.633978007146417,10,0,0,0,108.0,3,9,0.2090362432305341
0,2.789473684210526,4.2967318052050585,5,0,0,0,53.0,3,10,1.2912557470953123
0,2.5714285714285716,5.112816315180073,4,0,0,0,54.0,3,11,0.637351280069526
0,3.15,4.538225081064949,6,0,0,0,63.0,3,12,0.8165763342208665
0,1.0,4.757619859319096,4,0,0,0,21.0,3,13,1.1067910713815572
0,1.2272727272727273,4.731728518497481,6,0,0,0,27.0,3,14,0.8790551248492555
0,1.1904761904761905,5.0208332089932,3,0,0,0,25.0,3,15,0.8585654124451494
0,1.1818181818181819,3.747929653983014,5,0,0,0,26.0,3,16,1.235708640658148
0,1.8333333333333333,3.9781078660053484,6,0,0,0,44.0,3,17,0.8214601142029879
0,3.16,5.384689329747911,7,0,0,0,79.0,3,18,1.0235096675561204
0,1.0869565217391304,5.881424993490985,2,0,0,0,25.0,3,19,1.191582220209715
0,1.7391304347826086,3.6744507181698283,8,0,0,0,40.0,3,20,1.0510862075103307
0,0.56,4.155255266212932,4,0,0,0,14.0,3,21,1.2512822206794811
0,0.15384615384615385,5.973669470069085,3,0,0,0,4.0,3,22,0.8439167283937756
0,0.6296296296296297,5.509672788913417,5,0,0,0,17.0,3,23,1.4128825838664671
0,1.125,5.013734737749496,3,0,0,0,27.0,3,24,0.7739768098465479
0,2.772727272727273,3.536417449354465,9,0,0,0,61.0,3,25,0.3888705407651507
0,4.636363636363637,2.243114390985395,10,0,0,0,102.0,3,26,0.13700989906226235
0,5.0,3.088792483618388,10,0,0,0,120.0,3,27,0.27134852312487834
0,5.64,3.479979272810987,9,0,0,0,141.0,3,28,0.5102540636202977
0,3.111111111111111,4.429424533105719,5,0,0,0,84.0,3,29,0.6860259392579218
0,4.16,4.791183974494118,5,0,0,0,104.0,3,30,1.4317083443595586
0,3.5,4.8092521030471085,5,0,0,0,91.0,3,31,0.5283315458013345
0,4.04,4.836613311651968,5,0,0,0,101.0,3,32,0.6109193681650584
0,5.818181818181818,3.4412436734348564,8,0,0,0,128.0,3,33,0.3778244625005866
0,0.16666666666666666,4.817004788883957,1,0,0,0,4.0,3,34,1.225541545511175
0,0.17391304347826086,6.269713529460005,2,0,0,0,4.0,3,35,1.4428248784098756
0,0.6086956521739131,4.7538440216234195,6,0,0,0,14.0,3,36,0.7318445506355017
0,1.7037037037037037,3.545211305688722,10,0,0,0,46.0,3,37,0.23049263401461767
0,2.533333333333333,2.637867901334403,12,0,0,0,76.0,3,38,0.06419410313789703
0,3.59375,2.8474087107019246,13,0,0,0,115.0,3,39,0.1402744199125875
0,1.2285714285714286,4.12479087452832,5,0,0,0,43.0,3,40,0.953458271846134
0,0.5135135135135135,4.543156704843651,5,0,0,0,19.0,3,41,1.3473199552996347
0,0.42857142857142855,5.915852262482174,4,0,0,0,15.0,3,42,1.097784198762065
0,0.21212121212121213,5.844660163096833,3,0,0,0,7.0,3,43,0.7081629643740691
0,0.6388888888888888,5.587430721677323,7,0,0,0,23.0,3,44,0.21080728301315058
0,1.1891891891891893,4.23742174822507,12,0,0,0,44.0,3,45,0.1824067867944016
0,2.888888888888889,3.945881137672831,14,0,0,0,104.0,3,46,0.16204836829519997
0,0.1282051282051282,4.1352802363812105,5,0,0,0,5.0,3,47,0.6466975926505033
0,0.525,5.508081923073217,5,0,0,0,21.0,3,48,1.3662216833141094
0,0.6052631578947368,5.2323428685950715,5,0,0,0,23.0,3,49,0.907753845649561
0,0.9,4.909760318832843,7,0,0,0,36.0,3,50,0.2619830104232842
0,0.2702702702702703,4.15875364772628,5,0,0,0,10.0,3,51,1.2122708066176069
0,0.7948717948717948,4.7332697664912295,7,0,0,0,31.0,3,52,0.4256689703830051
0,1.75,4.22180867550278,11,0,0,0,63.0,3,53,0.27684426239022175
0,0.6111111111111112,4.79475659443975,4,0,0,0,22.0,3,54,0.37220013233320925
0,0.9714285714285714,5.904610953238841,7,0,0,0,34.0,3,55,1.0438183336348965
0,1.1176470588235294,4.730524537250069,6,0,0,0,38.0,3,56,0.2695294113579682
0,1.911764705882353,4.87314042902449,9,0,0,0,65.0,3,57,0.1655849879436247
0,2.84375,3.36794399350754,10,0,0,0,91.0,3,58,0.19151514252470597
0,1.65625,5.240160030026567,5,0,0,0,53.0,3,59,1.1803826504597494
0,1.7352941176470589,4.988731176088709,8,0,0,0,59.0,3,60,0.7078305785882687
0,1.2424242424242424,5.198800557756324,5,0,0,0,41.0,3,61,1.1839007615455632
0,0.7272727272727273,4.3873910856257465,5,0,0,0,24.0,3,62,0.9676122511354827
0,1.4,3.463458917457194,10,0,0,0,49.0,3,63,0.16146482030739456
0,2.8421052631578947,3.389346158318281,17,0,0,0,108.0,3,64,-0.21605869533565294
0,3.142857142857143,2.5521471729594087,18,0,0,0,132.0,3,65,-0.44230595007609275
0,3.046511627906977,3.4334196334513756,11,0,0,0,131.0,3,66,0.052905467365143885
0,0.7380952380952381,3.3569326435815845,7,0,0,0,31.0,3,67,1.162654648135369
0,1.434782608695652,4.329221640697284,11,0,0,0,66.0,3,68,0.5015156783402441
0,1.4893617021276595,4.99562494809218,12,0,0,0,70.0,3,69,0.46326610400152524
0,2.282608695652174,5.530615316964343,12,0,0,0,105.0,3,70,0.066728173999411
0,0.5869565217391305,4.531108217598349,6,0,0,0,27.0,3,71,0.9367333094022285
0,0.0,1.8464145617326722,0,0,0,0,0.0,4,0,0.3529730837932332
0,0.0,4.036794536438538,0,0,0,0,0.0,4,1,1.9583917166965605
0,0.2857142857142857,4.4206979496307275,2,0,0,0,2.0,4,2,1.7489825865632245
0,1.2222222222222223,4.785043804584916,4,0,0,0,11.0,4,3,1.3204075341015387
0,2.5454545454545454,3.907055348892102,5,0,0,0,28.0,4,4,0.7617945939561517
0,1.7692307692307692,3.7028474421656647,5,0,0,0,23.0,4,5,0.7533034273035986
0,2.1333333333333333,3.7296787198138177,5,0,0,0,32.0,4,6,0.6231253766163811
0,2.6875,5.962122523376072,4,0,0,0,43.0,4,7,0.9531539317008435
0,3.7333333333333334,2.43437457320011,8,0,0,0,56.0,4,8,0.6045834497820568
0,2.6470588235294117,3.4791243473287965,7,0,0,0,45.0,4,9,0.7252306762411018
0,0.0,4.901039702579004,0,0,0,0,0.0,4,10,1.4843188703206245
0,0.2631578947368421,5.565184828952382,2,0,0,0,5.0,4,11,0.9517775945153458
0,0.9,4.555152624988247,5,0,0,0,18.0,4,12,0.5243204691999749
0,2.1176470588235294,3.9497055599742623,7,0,0,0,36.0,4,13,0.6278517432769888
0,2.0,3.566395325459068,7,0,0,0,38.0,4,14,0.8764424947911723
0,2.95,3.76296967804959,6,0,0,0,59.0,4,15,1.0347360192523944
0,2.909090909090909,5.30813076773007,4,0,0,0,64.0,4,16,1.2675644002808544
0,1.4782608695652173,4.939433500896301,2,0,0,0,34.0,4,17,0.9827015941014707
0,0.08333333333333333,5.749887249017276,1,0,0,0,2.0,4,18,1.0826162345490158
0,0.7916666666666666,6.290264328539593,4,0,0,0,19.0,4,19,0.6963542867117555
0,1.25,3.523420380922077,7,0,0,0,30.0,4,20,0.6348366110152304
0,1.9615384615384615,4.609080281378419,10,0,0,0,51.0,4,21,0.11783794502170286
0,1.56,4.430444189479264,6,0,0,0,39.0,4,22,0.9683519293981074
0,1.5454545454545454,5.705571126478993,3,0,0,0,34.0,4,23,1.225089395531881
0,2.238095238095238,4.85916741111513,3,0,0,0,47.0,4,24,0.976918094286245
0,3.55,4.975929722068097,6,0,0,0,71.0,4,25,0.6502333039296904
0,4.684210526315789,2.353739828781093,8,0,0,0,89.0,4,26,0.22908564656439578
0,6.333333333333333,3.017866479180854,9,0,0,0,133.0,4,27,0.4208099247098826
0,2.217391304347826,3.447357321534113,4,0,0,0,51.0,4,28,1.1848112306466096
0,2.56,4.086878162984189,6,0,0,0,64.0,4,29,0.7698273347629163
0,0.6,5.075175390306522,3,0,0,0,15.0,4,30,1.1075882439522842
0,1.1538461538461537,5.392956772370094,6,0,0,0,30.0,4,31,0.7947318068421156
0,1.0434782608695652,4.652115825500765,3,0,0,0,24.0,4,32,1.0017880856120398
0,1.2,4.461554049390018,4,0,0,0,24.0,4,33,0.8084005912875554
0,2.238095238095238,4.408580029645849,8,0,0,0,47.0,4,34,0.5732740672269695
0,1.9545454545454546,4.227946260851628,4,0,0,0,43.0,4,35,0.5538109521096257
0,2.4,3.860531008110544,8,0,0,0,60.0,4,36,0.6000557495301638
0,2.8461538461538463,3.5035107390316003,9,0,0,0,74.0,4,37,0.7340730773524442
0,1.7241379310344827,3.7618190482633924,7,0,0,0,50.0,4,38,0.37338182949684895
0,2.0294117647058822,4.304642466313164,9,0,0,0,69.0,4,39,0.17507245364881457
0,2.411764705882353,4.230489946355194,9,0,0,0,82.0,4,40,-0.02620570267845715
0,3.3783783783783785,3.9007777199556797,13,0,0,0,125.0,4,41,0.21089807852028175
0,3.268292682926829,4.799778344047618,9,0,0,0,134.0,4,42,0.5193144704716502
0,1.125,5.49338517766716,8,0,0,0,45.0,4,43,0.793857406008929
0,2.358974358974359,4.826369275486562,15,0,0,0,92.0,4,44,0.45724388741216915
0,1.1219512195121952,4.024013037754564,8,0,0,0,46.0,4,45,0.20705524333822364
0,1.0,4.173252671943636,8,0,0,0,40.0,4,46,0.5830520406765076
0,2.0232558139534884,4.0596399151298055,13,0,0,0,87.0,4,47,-0.13146919500928622
0,2.0,4.066380043375975,9,0,0,0,84.0,4,48,1.0675029354494743
0,2.522727272727273,5.703974808337018,8,0,0,0,111.0,4,49,0.9566214610270323
0,0.16666666666666666,5.198197485842503,4,0,0,0,7.0,4,50,1.415954817043956
0,0.5384615384615384,5.011107496539014,6,0,0,0,21.0,4,51,0.5039239707467399
0,0.972972972972973,4.5313587794725665,8,0,0,0,36.0,4,52,0.45679859252813176
0,1.0833333333333333,4.363812228284336,10,0,0,0,39.0,4,53,0.3897151203523833
0,1.9444444444444444,4.692971772233204,9,0,0,0,70.0,4,54,0.44893907530198757
0,1.8181818181818181,4.812937414381062,7,0,0,0,60.0,4,55,0.8003233226447704
0,2.0588235294117645,4.695407721168717,8,0,0,0,70.0,4,56,0.9162660537600991
0,0.8484848484848485,4.439654682584443,5,0,0,0,28.0,4,57,0.9980493511511142
0,1.027027027027027,4.370442168248254,8,0,0,0,38.0,4,58,0.06030582617146124
0,0.40625,4.900763138699338,3,0,0,0,13.0,4,59,1.015602288541434
0,1.2285714285714286,4.421958999174991,12,0,0,0,43.0,4,60,-0.04287239116448244
0,2.78125,3.4506830417431464,12,0,0,0,89.0,4,61,0.22590169146956895
0,3.057142857142857,3.8443870763680668,10,0,0,0,107.0,4,62,0.2656091279921844
0,2.8378378378378377,4.323894398085784,13,0,0,0,105.0,4,63,0.39685010614463256
0,3.025,4.207581826607168,12,0,0,0,121.0,4,64,0.5513850885854001
0,1.9545454545454546,4.768362166174624,10,0,0,0,86.0,4,65,0.40881300528998454
0,3.3095238095238093,5.16357293184813,12,0,0,0,139.0,4,66,0.2805461132576008
0,2.130434782608696,4.59920933998591,15,0,0,0,98.0,4,67,0.007688967858077267
0,2.8636363636363638,3.9078280162391823,18,0,0,0,126.0,4,68,-0.30494821701400066
0,1.4761904761904763,5.174898660225199,8,0,0,0,62.0,4,69,1.0906476973312031
0,1.6585365853658536,5.4828723680023765,8,0,0,0,68.0,4,70,0.8706791258302895
0,2.6341463414634148,5.032463044698807,10,0,0,0,108.0,4,71,0.33210234728379584
0,0.0,1.7133602074463852,0,0,0,0,0.0,5,0,0.3540509438709718
0,0.0,3.8151786299131345,0,0,0,0,0.0,5,1,1.9680278720647093
0,0.2857142857142857,4.028595380614827,2,0,0,0,2.0,5,2,1.754663931285937
0,1.3333333333333333,2.7280935197520453,4,0,0,0,12.0,5,3,1.2645261049771321
0,0.36363636363636365,3.7704871588345052,2,0,0,0,4.0,5,4,1.293673376739991
0,0.7692307692307693,3.7419002212464956,3,0,0,0,10.0,5,5,1.0396242982807051
0,1.8,3.422332161618218,6,0,0,0,27.0,5,6,0.6338022411379132
0,0.375,4.979046322239615,3,0,0,0,6.0,5,7,0.8960654408632804
0,0.875,6.222990686363872,3,0,0,0,14.0,5,8,1.235824807752104
0,0.875,5.757033034033801,3,0,0,0,14.0,5,9,0.8830335386613302
0,1.8125,4.960013986148007,4,0,0,0,29.0,5,10,0.9240035510340922
0,2.4210526315789473,5.030924679532599,6,0,0,0,46.0,5,11,0.6362091857584656
0,3.473684210526316,5.347258518688328,7,0,0,0,66.0,5,12,0.45779966521977355
0,0.15,4.384769677770753,2,0,0,0,3.0,5,13,1.440723899941071
0,0.25,5.229438775481823,3,0,0,0,5.0,5,14,1.262077083402145
0,0.8947368421052632,4.033262471827961,6,0,0,0,17.0,5,15,0.88466110565971
0,2.0,4.50937314723056,4,0,0,0,36.0,5,16,1.305313763881399
0,1.4210526315789473,4.724948100761622,3,0,0,0,27.0,5,17,1.0767973878269517
0,2.1,5.496992224251232,3,0,0,0,42.0,5,18,1.0906909389785395
0,0.23809523809523808,6.846705748174613,1,0,0,0,5.0,5,19,1.3997620366612336
0,0.9047619047619048,5.2760242774746695,6,0,0,0,19.0,5,20,0.8350804243562009
0,1.826086956521739,3.430336327221403,10,0,0,0,42.0,5,21,0.48438174385025184
0,1.25,3.111855293766476,5,0,0,0,30.0,5,22,0.576894163073675
0,1.8,5.432298511504141,5,0,0,0,45.0,5,23,0.9722162421467125
0,1.0,5.919875003593194,2,0,0,0,26.0,5,24,1.0197620285173317
0,1.7916666666666667,4.187963876512886,7,0,0,0,43.0,5,25,0.753698113343469
0,3.2083333333333335,4.00631572220649,8,0,0,0,77.0,5,26,0.4056316742885231
0,3.8260869565217392,2.953506528372268,10,0,0,0,88.0,5,27,0.586462705295573
0,3.6,4.0914863864129405,9,0,0,0,90.0,5,28,0.5642166711897624
0,3.0,3.4842913023469197,7,0,0,0,72.0,5,29,0.7581898311859812
0,4.28,3.957263746396975,9,0,0,0,107.0,5,30,0.5090482480125528
0,2.8461538461538463,4.587600568109679,6,0,0,0,74.0,5,31,0.8631770368158775
0,2.5454545454545454,3.418958489733106,3,0,0,0,56.0,5,32,1.2008895005310518
0,3.608695652173913,4.776918320153496,6,0,0,0,83.0,5,33,0.9899033137271753
0,0.6363636363636364,4.032334053291208,3,0,0,0,14.0,5,34,0.9857750300481178
