step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,A1_stopped,A1_accumulated_waiting_time,A1_average_speed,B0_stopped,B0_accumulated_waiting_time,B0_average_speed,B1_stopped,B1_accumulated_waiting_time,B1_average_speed,B2_stopped,B2_accumulated_waiting_time,B2_average_speed,C0_stopped,C0_accumulated_waiting_time,C0_average_speed,C1_stopped,C1_accumulated_waiting_time,C1_average_speed,C2_stopped,C2_accumulated_waiting_time,C2_average_speed,D0_stopped,D0_accumulated_waiting_time,D0_average_speed,D1_stopped,D1_accumulated_waiting_time,D1_average_speed,D2_stopped,D2_accumulated_waiting_time,D2_average_speed,E1_stopped,E1_accumulated_waiting_time,E1_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
0.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0
5.0,0,0.0,0.0,2.221226339461282,0,0.0,1.0,0,0.0,1.0,0,0.0,0.259085188425881,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.07121543724449222,0,0.0,1.0,0,0.0
10.0,0,0.0,0.0,4.359771409735549,0,0.0,1.0,0,0.0,0.29918065416502715,0,0.0,0.30254579661645464,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.37228034623844386,0,0.0,1.0,0,0.0
15.0,2,2.0,0.2857142857142857,4.237753793567724,0,0.0,1.0,0,0.0,0.3263857946330443,1,2.0,0.24288370486060384,0,0.0,0.5958930675498134,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,1,2.0
20.0,4,10.0,1.1111111111111112,4.467520917387806,0,0.0,1.0,0,0.0,1.0,2,9.0,0.0001640697498239921,1,1.0,0.0052378050430485715,0,0.0,1.0,0,0.0,0.15426517613275542,0,0.0,1.0,0,0.0,1.0,0,0.0,0.7697290109926677,1,0.0,0.0,0,0.0,1.0,4,10.0
25.0,1,0.0,0.0,5.265627782741446,0,0.0,1.0,0,0.0,0.6424289178437236,0,5.0,0.27899667064639994,0,0.0,0.7110351655989146,0,0.0,1.0,0,0.0,0.4461199955376332,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.2835866640884942,0,0.0,1.0,0,5.0
30.0,2,1.0,0.07692307692307693,4.92648819705475,0,0.0,0.3705804963835695,1,0.0,0.16844398739569488,0,0.0,0.062019963953142576,0,0.0,1.0,0,0.0,1.0,1,3.0,0.2293756550826748,0,2.0,0.6733130133554466,0,0.0,1.0,0,0.0,1.0,0,0.0,0.5133591948065186,0,0.0,1.0,2,5.0
35.0,3,10.0,0.7142857142857143,6.338789838894251,0,0.0,0.6123413318281574,0,0.0,0.5079917617488553,0,0.0,1.0,0,0.0,0.5587777085455576,0,0.0,1.0,1,8.0,0.3607303919417354,0,0.0,1.0,0,0.0,1.0,1,0.0,0.0,1,4.0,0.4082493134758445,0,0.0,1.0,3,12.0
40.0,3,12.0,0.8571428571428571,7.254825809083146,0,0.0,1.0,1,1.0,0.2896639004571127,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9323527775082222,1,11.0,0.0,1,0.0,0.0,0,0.0,1.0,0,0.0,0.6287422985041765,0,0.0,0.7259641045361497,0,0.0,1.0,3,12.0
45.0,1,0.0,0.0,6.962539483336619,0,0.0,1.0,0,0.0,0.8896227352277892,1,2.0,0.3922949288100235,0,0.0,1.0,0,2.0,0.1958913019129753,0,0.0,1.0,0,0.0,0.2872158750285725,0,0.0,0.5867093752304654,0,1.0,0.478064581599588,0,0.0,1.0,0,0.0,1.0,1,5.0
50.0,2,3.0,0.21428571428571427,4.9922139202375035,0,0.0,0.24238516919392913,0,0.0,0.010118345996479483,0,3.0,0.4655386885969801,0,0.0,1.0,0,2.0,0.48774612131785305,1,0.0,0.0,0,0.0,0.3627132119043288,0,0.0,0.6991234231550554,1,4.0,0.0003598609863211006,0,0.0,0.148585391565797,0,0.0,0.3904587822188282,2,9.0
55.0,1,8.0,0.6153846153846154,5.95884348400456,0,0.0,0.6035121266417705,0,0.0,1.0,0,3.0,0.43836837958930047,0,0.0,0.3917392429911705,0,0.0,1.0,0,0.0,0.5089796664221309,0,0.0,0.09039071997924093,0,0.0,1.0,1,5.0,0.17984272735483897,0,0.0,0.4384536674066861,0,0.0,0.6867749000397367,1,8.0
60.0,2,13.0,0.8666666666666667,5.998778901440338,0,0.0,0.43460474599516363,0,0.0,1.0,1,0.0,0.4529933618371464,0,0.0,0.4076336808301851,0,2.0,0.9517079971788195,0,0.0,0.08468758458756184,0,0.0,0.41783004368717336,0,0.0,1.0,1,10.0,0.2981899899379478,0,0.0,0.2745610353605783,0,0.0,1.0,2,12.0
65.0,4,8.0,0.5,5.501940324519502,2,7.0,4.937239051206004e-05,0,0.0,0.12600777402430896,1,1.0,0.13043165740356294,0,0.0,0.45795022677494046,1,0.0,0.0,0,0.0,1.0,0,0.0,0.06229253121491,0,0.0,1.0,0,0.0,0.5280284045717873,0,0.0,0.7286856175601261,0,0.0,0.8612998098365469,4,8.0
70.0,5,29.0,1.7058823529411764,5.53324997074657,2,17.0,0.21245068239874243,0,0.0,0.47835974108377094,0,0.0,0.5163288758934308,1,4.0,0.30364488787535365,0,1.0,0.7115406212071986,0,0.0,0.1113182490744208,1,5.0,0.0,0,0.0,1.0,1,3.0,7.239216191681711e-06,0,0.0,0.6255927538368768,0,2.0,0.956056132179664,5,32.0
